answer,guessed,num_guessed,time_to_solve
await,orate#thali#stain#await,4,3.23
tawny,oater#tails#tacan#taunt#tawny,5,2.68
sadly,roate#nails#sadly,3,3.06
banjo,oater#paoli#canso#mango#banjo,5,3.09
belly,orate#silen#belch#belly,4,2.72
funny,oater#lysin#cundy#hunky#punny#gunny#bunny#funny,8,2.79
boney,orate#solei#coney#honey#poney#money#boney,7,2.75
twirl,oater#tirls#thirl#twirl,4,3.12
yearn,orate#lears#yearn,3,2.44
stick,orate#sluit#sting#stich#stick,5,3.12
forty,oater#lirot#torcs#north#dorty#porty#borty#forty,8,3.45
tango,oater#salto#taiko#tango,4,2.7
manga,orate#anils#nucha#banya#panda#manga,6,4.02
plain,oater#snail#plain,3,3.46
stint,orate#tulsi#sting#stink#stint,5,3.19
gulch,oater#lysin#mulch#gulch,4,2.97
zonal,roate#dolia#lomas#nopal#zonal,5,3.84
stink,oater#lints#suint#sting#stink,5,3.23
heave,roate#liane#chase#heame#heave,5,2.56
mummy,orate#lysin#duchy#bumpy#gummy#yummy#mummy,7,2.6
grail,oater#liars#urali#drail#grail,5,2.65
float,oater#loast#ploat#gloat#bloat#float,6,2.85
druid,orate#vrils#bruin#druid,4,2.37
tower,oater#toner#toyer#toper#toker#tower,6,2.44
lodge,orate#locie#louse#longe#lodge,5,3.09
bevel,oater#lines#cluey#heled#gemel#bevel,6,2.93
tenth,roate#lenti#cents#genty#tenth,5,2.73
vista,roate#laity#vista,3,2.83
bulky,oater#lysin#cully#hulky#bulky,5,3.7
diary,roate#liars#diary,3,2.72
lyric,orate#nirls#lyric,3,3.02
oxide,orate#oldie#oxide,3,3.24
stole,oater#teloi#stole,3,2.89
dilly,oater#lysin#icily#dimly#dilly,5,3.34
reach,orate#lears#deair#reach,4,2.94
logic,oater#loins#logic,3,3.04
peach,oater#aisle#decan#peach,4,2.95
clued,oater#silen#cluey#clued,4,2.54
bosom,roate#noils#copsy#sough#bosom,5,2.64
round,oater#loris#yourn#round,4,2.73
queue,oater#liens#chewy#queme#queue,5,2.91
study,roate#tulsi#shunt#stuck#study,5,3.22
value,orate#aisle#lance#value,4,2.85
pique,oater#elsin#juice#pique,4,2.78
sheer,roate#slier#sneer#sheer,4,2.77
nutty,oater#liths#nutty,3,4.71
handy,oater#nails#cajun#handy,4,2.84
apnea,orate#alien#acnes#awned#apnea,5,3.88
enjoy,oater#eloin#envoy#enjoy,4,2.87
viper,oater#slier#nicer#hider#piker#wiper#viper,7,3.94
leash,oater#aisle#elans#leash,4,3.6
braid,orate#urali#krais#drain#braid,5,3.27
exert,oater#relit#crest#evert#exert,5,3.2
shake,orate#liane#chase#shade#shape#shame#shake,7,2.62
guppy,roate#lysin#duchy#bumpy#guppy,5,2.87
offer,oater#oiler#oncer#order#omber#offer,6,2.77
vinyl,roate#lysin#bliny#vinyl,4,3.73
dress,roate#liers#grens#creds#dreys#dreks#drees#dress,8,2.76
pence,oater#nelis#dench#pence,4,2.77
truck,oater#tirls#trunk#truck,4,2.67
rerun,orate#siler#quern#rerun,4,3.06
regal,oater#seral#renal#recal#regal,5,2.86
happy,oater#nails#gaucy#dampy#happy,5,4.35
ocean,orate#oaves#ocean,3,3.06
cinch,orate#lysin#cuing#cinch,4,2.59
trait,oater#trail#train#traik#trait,5,4.04
utile,orate#stile#utile,3,3.59
usurp,roate#nirls#crusy#usurp,4,2.63
avail,oater#snail#quail#flail#avail,5,2.77
gloom,orate#linos#cymol#gloom,4,3.41
rough,orate#loris#yourn#rough,4,3.1
forte,roate#forte,2,3.06
juice,roate#slice#juice,3,3.03
egret,oater#relet#curet#mpret#egret,5,3.17
smack,orate#snail#scaud#spacy#shack#smack,6,3.57
swami,oater#anils#scapi#swami,4,3.16
gaudy,roate#anils#gaucy#gaudy,4,3.05
sound,roate#loins#sound,3,3.58
sever,orate#siler#sneer#spuer#shyer#seder#sefer#sewer#sever,9,3.71
split,oater#lints#sluit#split,4,3.16
savor,orate#soral#sapor#savor,4,3.19
birch,orate#nirls#birch,3,2.87
lorry,oater#loris#lordy#lorry,4,3.41
latch,oater#lathi#latch,3,2.61
radii,roate#rails#ranid#radix#radii,5,3.17
taunt,oater#tails#tacan#taunt,4,3.13
steel,oater#islet#steel,3,3.68
price,roate#birle#crise#drice#price,5,3.07
gruff,oater#nirls#crudy#brugh#grump#gruff,6,2.97
girth,orate#dirts#virtu#yirth#mirth#girth,6,3.24
until,roate#sluit#until,3,3.21
locus,oater#lions#locus,3,3.06
cleft,orate#tiles#glent#clept#cleft,5,3.34
ditch,orate#sluit#tying#ditch,4,3.19
clung,oater#lysin#clung,3,3.23
sinew,roate#silen#sined#sinew,4,4.05
there,roate#litre#sture#there,4,2.79
those,oater#teloi#touse#those,4,3.3
fatal,oater#lathi#natal#datal#fatal,5,3.5
lever,oater#siler#ulcer#leper#leger#lever,6,3.04
dense,orate#slice#unsee#dense,4,2.76
shout,roate#litho#thous#shout,4,2.97
adage,oater#aisle#abune#apace#adage,5,3.41
photo,orate#volti#knots#chott#photo,5,3.02
booth,orate#volti#ponts#couth#booth,5,3.3
nobly,oater#lions#colon#nould#nobly,5,3.52
livid,roate#lysin#ludic#lipid#livid,5,3.6
tweed,oater#islet#tuned#typed#theed#tweed,6,6.36
retch,roate#relit#retch,3,3.52
ample,roate#aisle#ancle#addle#ample,5,3.65
purse,oater#leirs#nurse#curse#purse,5,5.18
burly,orate#nirls#curly#hurly#murly#gurly#burly,7,2.99
gouge,orate#locie#sonde#pouke#bouge#vouge#gouge,7,4.92
miser,oater#siler#miser,3,3.14
elegy,oater#elsin#elude#elegy,4,3.26
enemy,roate#silen#dench#enzym#enemy,5,2.91
porch,oater#loris#cornu#porch,4,3.2
trick,orate#trild#trins#trick,4,3.27
chalk,roate#slain#luach#chalk,4,3.8
colon,oater#loins#colon,3,3.01
sunny,oater#lysin#sunny,3,3.24
biome,oater#eloin#pioye#diode#biome,5,3.24
lefty,roate#lenti#lefts#lefty,4,3.13
towel,orate#teloi#towel,3,4.27
chief,orate#liens#iched#chief,4,4.18
soggy,orate#loins#copsy#soddy#soggy,5,3.45
piggy,oater#lysin#juicy#dippy#pigmy#piggy,6,3.38
glean,roate#alien#clean#glean,4,3.69
incur,roate#nirls#incur,3,3.08
slime,orate#slice#slide#slipe#slime,5,3.04
meant,oater#telia#neats#meant,4,4.35
glint,oater#lints#clint#glint,4,3.14
bound,roate#loins#young#hound#pound#mound#bound,7,3.59
paper,roate#ariel#saner#caper#gaper#vaper#japer#paper,8,3.27
screw,oater#riles#syren#screw,4,3.02
queen,oater#lines#unbed#numen#queen,5,3.08
shyly,oater#lysin#sulky#shyly,4,3.11
conch,roate#noils#poncy#gonch#conch,5,2.92
waver,roate#ariel#nares#pacer#hayer#fader#gamer#baker#waver,9,3.17
scuba,orate#anils#saucy#scuba,4,3.71
sport,oater#triol#ronts#story#short#sport,6,3.38
leech,oater#nelis#leuch#leech,4,3.42
brood,oater#roils#crony#proud#brood,5,8.29
spoon,roate#lions#swoun#shoon#spoon,5,3.61
eying,oater#lenis#chine#eying,4,3.08
froze,oater#reoil#snore#crome#droke#grope#froze,7,3.66
manor,roate#carol#sapor#manor,4,3.35
crock,oater#roils#crony#croup#crowd#cromb#crook#crock,8,3.88
hussy,roate#lysin#cushy#husky#hussy,5,3.16
slick,oater#lysin#sulci#slick,4,3.59
pleat,oater#telia#stale#cleat#pleat,5,3.23
maybe,oater#maile#manse#mache#mauve#maybe,6,3.23
robin,roate#roils#robin,3,3.49
ratty,roate#raits#ratty,3,4.59
vogue,oater#eloin#souce#bogue#vogue,5,3.66
knave,oater#aisle#nugae#meane#knawe#knave,6,4.48
tooth,roate#volti#ponts#couth#booth#tooth,6,3.56
extol,roate#teloi#extol,3,3.22
mocha,roate#dolia#fossa#conga#mocha,5,3.05
champ,roate#snail#quack#chaya#champ,5,4.13
whiff,orate#lysin#fichu#whiff,4,3.8
freed,roate#siler#urned#creed#preed#greed#breed#freed,8,3.37
belie,oater#nelis#melic#gelid#helix#belie,6,3.79
bring,orate#vrils#briny#bring,4,3.13
sleep,orate#silen#slued#sleep,4,3.09
motor,orate#lirot#sutor#motor,4,3.81
bylaw,oater#anils#ducal#bylaw,4,4.14
carry,orate#laris#carny#cardy#carby#carvy#carry,7,3.75
adapt,oater#alist#avant#amaut#adapt,5,3.55
scorn,oater#loirs#scorn,3,3.09
draft,oater#trail#drats#drant#draft,5,3.75
fluid,roate#lysin#civil#bluid#fluid,5,4.51
hotel,orate#teloi#lotes#hotel,4,3.75
tease,orate#stale#tsade#tease,4,3.74
deuce,oater#nelis#deuce,3,3.21
knead,oater#aisle#decan#knead,4,3.39
tenor,oater#tenor,2,3.58
brush,orate#vrils#crusy#brush,4,4.4
staff,oater#alist#tuans#scath#stagy#stamp#staff,7,3.49
afoul,orate#aloin#awols#afoul,4,3.7
dough,oater#lions#coypu#dough,4,3.73
fella,oater#aisle#chela#pepla#fella,5,3.64
sheep,oater#silen#sycee#spued#sheep,5,3.2
wrist,orate#trild#grist#frist#wrist,5,3.34
grind,roate#nirls#incur#briny#grind,5,3.46
wharf,orate#liars#unary#chard#pharm#wharf,6,4.35
fizzy,roate#lysin#juicy#dippy#miffy#figgy#fizzy,7,3.36
chasm,oater#anils#scaud#chasm,4,4.52
elfin,orate#lenis#eldin#elfin,4,3.62
trope,orate#trone#trode#trope,4,4.54
salvo,roate#aloin#calos#salvo,4,3.54
heady,oater#aisle#decan#heady,4,3.28
guava,orate#snail#quack#guava,4,3.66
mouse,oater#eloin#souce#youse#douse#house#mouse,7,3.51
where,roate#birle#cruse#genre#yfere#where,6,4.66
chose,orate#locie#scone#chose,4,3.94
stein,roate#lites#neist#stein,4,3.34
valor,orate#solar#valor,3,4.09
stair,roate#liart#stair,3,3.62
wooer,oater#soler#goier#doner#coyer#fouer#hoper#mower#woker#wooer,10,3.28
novel,orate#solei#loden#novel,4,3.66
blast,orate#thali#slant#clast#plast#blast,6,3.68
cleat,oater#telia#stale#cleat,4,4.16
bunny,oater#lysin#cundy#hunky#punny#gunny#bunny,7,3.7
liner,oater#slier#liner,3,3.41
impel,roate#silen#clied#impel,4,4.01
friar,oater#lidar#invar#briar#friar,5,3.2
ebony,orate#solei#peony#ebony,4,3.8
habit,oater#tails#cacti#davit#habit,5,3.83
early,orate#laers#early,3,4.0
foamy,orate#loans#coady#hoagy#foamy,5,3.78
title,roate#istle#title,3,3.63
undid,orate#lysin#dinic#unbid#unkid#undid,6,3.46
stomp,orate#toils#nutso#stock#stogy#stood#stomp,7,3.47
south,orate#volti#ponts#south,4,3.31
eight,oater#stile#ident#fecit#eight,5,3.47
weave,orate#liane#chase#buaze#adage#weave,6,3.44
scene,roate#slice#scene,3,3.53
stork,oater#lirot#trons#story#storm#stork,6,3.91
chaos,oater#aloin#codas#chaos,4,3.59
night,orate#tulsi#nicht#night,4,4.02
easel,orate#alien#laces#salep#easel,5,3.55
whoop,orate#lions#choux#whomp#whoop,5,3.98
piano,oater#aloin#piano,3,4.05
alert,oater#alert,2,3.96
rivet,roate#relit#rivet,3,3.83
marsh,roate#laris#saran#karsy#marsh,5,4.6
filmy,oater#lysin#icily#gilpy#filmy,5,3.44
twixt,roate#tulsi#tinct#twixt,4,3.93
nurse,orate#birle#nurse,3,3.45
loyal,roate#dolia#lomas#lohan#local#loyal,6,3.35
scarf,oater#arils#scran#scary#scarp#scarf,6,5.48
aware,oater#lears#enarm#chare#quare#aware,6,3.53
repay,orate#earls#aiery#renay#repay,5,4.26
stood,oater#toils#snout#stock#stogy#stood,6,3.36
agape,oater#aisle#abune#apace#agape,5,3.31
hovel,oater#solei#loden#yokel#mohel#hovel,6,4.16
butte,orate#blite#butte,3,3.54
equip,oater#elsin#equid#equip,4,3.8
gamut,orate#tails#natch#kaput#gamut,5,4.31
idiot,orate#toils#idiot,3,3.62
stale,roate#stale,2,3.39
wispy,roate#lysin#cissy#dishy#pisky#wispy,6,3.43
shame,oater#aisle#spane#suave#shade#shame,6,3.98
frank,roate#liars#franc#frank,4,3.29
rigid,orate#nirls#ridic#rigid,4,4.24
terra,oater#alert#stare#terra,4,4.87
deter,roate#liter#ester#cuter#deter,5,4.08
agree,oater#ariel#acres#adred#agree,5,3.28
vowel,orate#solei#loden#yokel#mohel#bowel#vowel,7,3.82
peril,oater#leirs#relic#peril,4,3.55
roach,orate#claro#roach,3,4.14
petty,oater#istle#netty#petty,4,3.62
outgo,orate#octyl#ootid#ottos#outgo,5,3.37
puffy,orate#lysin#duchy#bumpy#puggy#puffy,6,4.16
shorn,roate#droil#scorn#shorn,4,3.96
dusky,oater#lysin#cushy#dusky,4,3.82
dross,oater#roils#crons#vrous#prods#drows#dross,7,4.28
shied,orate#liens#sepic#skiey#shied,5,3.92
skirt,orate#tirls#snirt#shirt#spirt#skirt,6,4.23
prick,roate#nirls#chiru#pricy#prick,5,3.66
aglow,oater#aloin#aulos#aglow,4,6.98
sissy,roate#lysin#cissy#hissy#pissy#missy#kissy#sissy,8,4.16
furor,roate#droil#scrog#buroo#furor,5,4.16
duvet,roate#teils#unmet#duvet,4,4.58
squib,oater#lysin#budis#squib,4,3.67
booby,roate#loins#coypu#howdy#moggy#boofy#booky#boozy#booby,9,4.48
voice,orate#locie#voice,3,3.64
whiny,oater#lysin#mincy#unify#whiny,5,3.67
broke,oater#reoil#snore#crome#droke#proke#broke,7,5.62
flown,roate#lions#clown#blown#flown,5,3.77
beach,roate#elain#beaus#beach,4,4.35
along,orate#aloin#along,3,4.13
crick,roate#nirls#chiru#crimp#crick,5,3.67
layer,oater#laser#lacer#layer,4,4.12
madam,orate#anils#gaucy#dawah#madam,5,4.88
graze,orate#irade#urase#crane#grape#grame#grave#graze,8,4.44
onset,oater#owlet#onset,3,4.05
salty,roate#laity#salty,3,3.75
berry,oater#riels#cerne#perdu#herby#berry,6,4.32
idler,oater#slier#liner#idler,4,3.94
greed,orate#ervil#grens#greed,4,3.61
basis,roate#anils#cadis#yagis#hajis#pavis#kamis#basis,8,4.98
agent,oater#telia#etnas#ahent#ament#agent,6,3.78
macro,oater#carol#macro,3,4.51
puppy,oater#lysin#duchy#bumpy#guppy#yuppy#puppy,7,3.73
mourn,oater#roils#cornu#yourn#mourn,5,3.76
golly,oater#linos#cloud#holly#polly#molly#golly,7,4.46
array,oater#arils#argan#array,4,4.16
tutor,orate#lirot#sutor#tutor,4,4.42
brass,orate#urali#crans#drays#prams#brags#braks#braws#brass,9,4.36
magma,oater#nails#gaucy#dagga#magma,5,4.1
wrath,orate#frati#drats#praty#wrath,5,3.6
beset,oater#islet#unset#beset,4,3.46
syrup,oater#nirls#scrum#syrup,4,3.78
raven,roate#rales#ramen#raven,4,3.96
brine,orate#brule#brise#brine,4,3.78
junto,roate#clots#pinto#junto,4,3.8
alone,orate#alone,2,4.29
vicar,roate#liras#dinar#cimar#vicar,5,4.64
dicey,oater#silen#dicey,3,4.01
irate,orate#irate,2,4.29
fifth,orate#lints#dicty#fifth,4,3.73
scoop,orate#noils#scudo#scowp#scoop,5,3.86
entry,oater#litre#entry,3,3.63
midst,oater#lints#sicht#giust#midst,5,4.09
shrew,orate#leirs#syren#screw#shrew,5,3.93
sushi,oater#lysin#discs#sushi,4,4.22
lemon,oater#eloin#pelon#lemon,4,3.9
panic,oater#nails#canid#panic,4,4.57
debut,roate#steil#tench#debut,4,4.29
awash,orate#snail#chays#quash#abash#awash,6,4.45
gnash,roate#snail#unaus#gnash,4,4.64
ardor,oater#solar#amour#ardor,4,4.38
pagan,oater#nails#cajun#dayan#hazan#pagan,6,4.69
depot,roate#teloi#seton#depot,4,3.77
singe,roate#slice#singe,3,3.9
album,orate#nails#ducal#algum#album,5,3.9
panel,roate#alien#lanes#panel,4,5.71
gawky,oater#nails#gaucy#gappy#gamay#gabby#gawky,7,4.12
ripen,oater#riles#ripen,3,4.32
geeky,orate#lines#heuch#kedgy#geeky,5,5.4
plumb,orate#lysin#mulch#plumb,4,3.8
swing,roate#lysin#incus#spink#swing,5,4.2
paler,roate#ariel#laser#haler#paler,5,3.84
chime,roate#slice#chine#chide#chime,5,4.18
minus,oater#lysin#incus#nidus#minus,5,4.68
alloy,oater#aloin#alcos#alloy,4,4.77
thrum,roate#tirls#turnt#thrum,4,4.34
arena,roate#ariel#areas#arena,4,4.18
clump,orate#lysin#mulch#clump,4,3.83
motif,roate#toils#potin#ootid#motif,5,3.69
cower,orate#reoil#noser#coyer#coder#coper#comer#cower,8,4.65
furry,oater#nirls#curdy#hurry#murry#gurry#burry#furry,8,4.36
tangy,roate#tails#tacan#taunt#tangy,5,4.46
saint,roate#tails#saint,3,4.24
tacky,roate#litas#daunt#tacky,4,4.7
parer,oater#laser#caner#hayer#fader#pager#pawer#paver#paper#parer,10,3.74
shirk,orate#nirls#shiur#shirk,4,4.62
eclat,oater#telia#eclat,3,4.4
cress,roate#liers#grens#creds#creps#crems#crews#cress,8,4.5
glade,oater#aisle#ulnae#clade#glade,5,5.16
plant,oater#alist#plant,3,4.85
widen,oater#silen#widen,3,4.45
groin,roate#droil#proin#groin,4,3.89
woven,orate#solei#coney#nowed#women#woken#woven,7,4.1
finer,oater#siler#nicer#diner#miner#biner#finer,7,3.87
fiend,roate#silen#piend#fiend,4,3.9
whine,orate#slice#quine#dwine#whine,5,4.15
smile,orate#slice#spile#smile,4,4.67
think,orate#tulsi#tinct#tying#think,5,3.96
surer,roate#leirs#syren#screw#sured#surer,6,4.36
hurry,roate#nirls#curdy#hurry,4,3.88
mason,oater#paoli#canso#sayon#mason,5,6.93
dutch,roate#tulsi#bundt#dutch,4,4.8
fluke,roate#slice#blude#plume#kluge#fluke,6,4.7
vital,roate#tails#cital#dital#vital,5,3.94
husky,roate#lysin#cushy#husky,4,4.51
moral,orate#soral#coral#horal#poral#moral,6,4.33
tonga,oater#tolas#tomia#tonga,4,4.39
ovate,roate#ovate,2,4.52
craft,orate#trail#brast#drant#fract#craft,6,4.18
slept,orate#steil#slept,3,4.84
super,oater#siler#sneer#super,4,3.74
chafe,roate#liane#chase#chape#chafe,5,4.1
murky,roate#nirls#curdy#hurry#purpy#murky,6,3.72
lemur,oater#lemur,2,4.77
crush,orate#vrils#crusy#crush,4,4.15
width,oater#lints#dicty#width,4,5.22
shale,orate#liane#scale#shale,4,5.09
burnt,roate#tirls#burnt,3,5.21
heron,orate#reoil#senor#heron,4,4.91
wreak,orate#ariel#ureas#cream#bread#freak#wreak,7,4.73
forgo,roate#loris#cornu#dormy#borgo#forgo,6,4.44
cough,orate#loins#coypu#cough,4,4.63
epoxy,oater#eloin#epoch#epoxy,4,5.28
