answer,guessed,num_guessed,time_to_solve
wheel,roate#lenis#cluey#expel#wheel,5,4.99
stoic,orate#toils#stoic,3,4.59
truss,orate#trild#trugs#truss,4,4.59
fuzzy,oater#lysin#duchy#bumpy#yukky#fuggy#fuzzy,7,5.98
qualm,oater#snail#luach#qualm,4,4.97
sassy,orate#anils#saucy#sappy#sammy#saggy#savvy#sassy,8,5.08
maple,oater#salue#lance#maile#maple,5,4.96
dozen,oater#solei#coney#nowed#doven#dozen,6,4.68
ideal,oater#aisle#elain#ideal,4,4.7
skirt,orate#tirls#snirt#shirt#spirt#skirt,6,4.61
troll,oater#lirot#troll,3,5.4
plaza,oater#anils#ducal#flamy#plaza,5,5.48
floss,orate#noils#clous#ploys#gloms#blows#floss,7,5.66
spire,orate#birle#rhine#spire,4,4.44
gauze,roate#aisle#dance#mauve#gauze,5,5.18
inane,roate#slane#diane#inane,4,4.66
knock,roate#linos#ycond#knock,4,4.44
goner,roate#lores#goier#goner,4,5.35
frill,oater#nirls#rubli#drily#prill#grill#frill,7,4.77
never,oater#slier#under#neper#newer#never,6,4.7
watch,oater#latus#patin#match#gatch#batch#watch,7,4.82
flora,orate#soral#algor#flora,4,5.1
crick,oater#nirls#chiru#crimp#crick,5,5.23
wrath,roate#drats#frati#praty#wrath,5,4.9
snipe,oater#nelis#since#snide#snipe,5,5.38
beret,oater#tries#curet#mpret#egret#beret,6,4.56
toddy,oater#toils#towny#tocky#touzy#toddy,6,5.29
lurid,oater#nirls#lyric#lurid,4,5.0
lodge,oater#noels#locie#loupe#lodge,5,5.35
carry,roate#lairs#kaury#carry,4,4.92
state,orate#slate#spate#skate#state,5,5.08
ombre,oater#oners#ochre#ombre,4,4.63
leash,oater#aisle#elans#leash,4,4.85
radio,orate#solar#radio,3,5.16
spoof,roate#lions#scoup#spoom#spoof,5,5.18
mucky,oater#lysin#duchy#mucky,4,5.19
spree,oater#riles#syren#screw#sured#spree,6,4.62
super,oater#slier#super,3,4.35
gonad,oater#loans#conia#donah#monad#gonad,6,4.76
tasty,oater#tails#tansy#tasty,4,4.88
erect,oater#relit#eruct#erect,4,4.9
major,oater#labor#sapor#nagor#mayor#major,6,4.6
tweed,oater#islet#tuned#typed#temed#theed#tweed,7,5.23
prude,oater#riels#prune#prude,4,5.11
thyme,roate#istle#tynde#thyme,4,5.53
hello,oater#enols#moile#cello#hello,5,4.69
dense,roate#slice#guyse#desse#dense,5,5.03
clout,oater#toils#clout,3,4.8
emcee,roate#slice#chyme#emcee,4,5.19
picky,oater#lysin#juicy#dicky#picky,5,4.54
occur,roate#shorl#orcin#occur,4,4.71
dandy,oater#nails#cajun#handy#pandy#gandy#bandy#kandy#dandy,9,4.95
gusto,oater#toils#snout#gusto,4,5.4
wrote,roate#wrote,2,4.48
cater,oater#later#cater,3,4.86
girth,oater#tirls#virtu#yirth#mirth#girth,6,4.56
gravy,roate#liars#franc#prahu#gravy,5,4.52
begat,orate#salet#ahent#expat#defat#begat,6,5.23
amity,roate#lants#aguti#amity,4,5.39
brush,oater#nirls#crusy#brush,4,4.94
refer,orate#liers#nuder#cyber#emmer#refer,6,5.66
vinyl,orate#lysin#bliny#vinyl,4,4.84
flute,orate#blite#glute#flute,4,5.07
jewel,roate#elsin#leuch#kelpy#debel#gemel#jewel,7,5.4
grunt,roate#tirls#prunt#grunt,4,5.35
breed,oater#riles#urned#erred#creed#dreed#preed#greed#breed,9,4.87
fleck,oater#elsin#blech#fleck,4,5.34
scent,oater#steil#suety#scent,4,4.93
midge,oater#lenis#juice#midge,4,4.74
tiara,oater#slart#tharm#tiara,4,5.42
chirp,oater#nirls#chiru#chirp,4,5.94
semen,orate#nelis#senvy#semen,4,5.27
corny,oater#roils#cornu#corny,4,4.72
rough,oater#roils#round#roupy#rough,5,5.55
exile,roate#slice#guile#dwile#exile,5,5.08
